transaction_id,timestamp,blockchain,transaction_type,sender_wallet_age_days,receiver_wallet_age_days,transaction_amount_usd,gas_fee_usd,token_type,platform,num_prev_transactions_sender,num_prev_transactions_receiver,avg_txn_interval_sender_min,is_cross_chain,failed_txn_ratio_sender,velocity_score,anomaly_score,is_scam
TX008211,1701788702,Ethereum,Bridge,575,210,515.67,2.08,Stablecoin,Coinbase,1190,1011,33.9,0,0.11,0.04,0.17,0
TX008212,1703696724,Ethereum,Swap,65,2592,95.05,5.96,Meme,Binance,1179,1004,82.9,1,0.08,-0.01,0.0,0
TX008213,1701591711,Ethereum,Bridge,40,779,74.95,5.48,Native,Binance,1244,986,29.3,0,0.1,0.05,0.0,0
TX008214,1701628853,BSC,Bridge,65,242,367.48,2.68,Meme,Kraken,1188,1038,483.5,0,0.14,0.0,0.11,0
TX008215,1702058721,Ethereum,Bridge,298,76,460.17,4.76,Stablecoin,Coinbase,1180,1007,59.2,0,0.11,-0.06,0.13,0
TX008216,1701960391,Ethereum,Swap,262,347,224.75,2.27,Native,Kraken,1166,1021,94.8,0,0.14,0.05,0.16,0
TX008217,1704657448,BSC,Bridge,1,438,551.65,6.43,Stablecoin,Coinbase,1247,943,211.1,0,0.09,-0.1,0.0,0
TX008218,1704076773,Solana,Bridge,105,149,631.95,9.39,Meme,Unknown Wallet,1233,1043,43.1,0,0.06,-0.01,0.0,0
TX008219,1704512121,Polygon,Mint,256,622,813.23,6.89,ERC20,Unknown DEX,1226,976,122.1,0,0.05,0.01,0.11,0
TX008220,1702120100,Solana,Transfer,337,389,139.7,4.9,Stablecoin,BridgeX,1211,983,18.1,1,0.1,0.13,0.0,0
TX008221,1700059072,BSC,Mint,308,228,916.39,2.88,Meme,Kraken,1169,989,198.1,0,0.22,0.0,0.27,0
TX008222,1703475432,BSC,Swap,231,171,175.5,4.41,Meme,Unknown DEX,1150,965,161.5,0,0.11,0.11,0.0,0
TX008223,1703883337,Polygon,Burn,1002,167,171.29,7.01,Native,Unknown DEX,1199,995,414.5,0,0.2,-0.01,0.13,0
TX008224,1702163843,Ethereum,Burn,322,779,884.18,20.9,Stablecoin,Binance,1201,996,280.7,0,0.1,-0.0,0.03,0
TX008225,1702762594,Ethereum,Mint,620,344,411.87,10.11,Native,Coinbase,1238,1023,85.3,0,0.21,-0.05,0.19,0
TX008226,1704034941,Ethereum,Mint,1072,166,261.09,18.61,Native,Binance,1174,945,194.4,1,0.04,0.03,0.0,0
TX008227,1704201390,Ethereum,Mint,1153,776,87.18,1.27,Meme,Coinbase,1160,965,235.2,0,0.12,-0.0,0.04,0
TX008228,1700389962,Polygon,Transfer,1167,11,979.5,10.61,Stablecoin,BridgeX,1207,1032,96.8,0,0.18,-0.03,0.23,0
TX008229,1704786445,BSC,Swap,409,2685,111.29,2.56,Native,Coinbase,1167,1022,190.5,0,0.26,-0.08,0.01,0
TX008230,1703477899,Ethereum,Bridge,649,1097,31.17,4.32,ERC20,BridgeX,1111,1041,109.1,1,0.06,-0.02,0.0,0
TX008231,1703423788,Solana,Mint,226,679,161.13,3.31,ERC20,Unknown Wallet,1209,974,369.3,0,0.13,0.0,0.0,0
TX008232,1700801680,BSC,Transfer,1187,154,801.73,5.36,Stablecoin,Binance,1153,1003,59.7,0,0.14,-0.03,0.0,0
TX008233,1704131279,BSC,Burn,143,1103,305.78,2.79,Meme,Binance,1193,997,53.9,0,0.14,-0.0,0.0,0
TX008234,1701859234,Solana,Burn,929,847,246.91,12.05,Stablecoin,BridgeX,1198,1035,114.5,0,0.01,0.0,0.05,0
TX008235,1700942529,Ethereum,Burn,380,808,115.03,6.59,Meme,Binance,1199,1004,81.6,0,0.07,0.04,0.03,0
TX008236,1704957514,Polygon,Mint,212,96,400.47,14.74,Native,Unknown DEX,1208,998,91.5,0,0.18,0.02,0.04,0
TX008237,1703940008,Ethereum,Burn,286,477,392.65,14.48,Stablecoin,Kraken,1240,992,1459.5,0,0.31,-0.0,0.16,0
TX008238,1701587138,Polygon,Burn,532,1151,72.23,14.38,Meme,OpenSea,1222,978,136.2,0,0.3,0.07,0.39,0
TX008239,1702086172,Solana,Burn,1595,351,47.3,12.31,Native,Binance,1199,1012,145.4,1,0.2,-0.05,0.04,0
TX008240,1701365265,BSC,Bridge,61,401,1491.41,2.78,Stablecoin,,1199,983,398.1,0,0.12,0.08,0.18,0
TX008241,1703930131,Ethereum,Burn,1511,261,3585.02,19.38,ERC20,Kraken,1265,969,,0,0.15,-0.0,0.1,0
TX008242,1703242222,Ethereum,Transfer,1014,554,1062.26,10.63,Meme,Binance,1224,959,70.1,0,0.05,-0.1,0.08,0
TX008243,1700115981,Ethereum,Mint,531,984,423.81,17.2,Meme,Coinbase,1197,1005,212.5,1,0.47,0.03,0.3,1
TX008244,1704210608,Polygon,Bridge,83,357,222.72,19.53,ERC20,Kraken,1177,989,,0,0.22,0.01,0.01,0
TX008245,1701322014,Ethereum,Bridge,1004,1736,357.87,8.23,Meme,Unknown DEX,1126,1032,73.4,0,0.12,-0.01,0.2,0
TX008246,1700288569,Ethereum,Mint,703,258,803.96,11.65,Native,Kraken,1253,1019,1496.9,0,0.07,0.02,0.03,0
TX008247,1700724071,Polygon,Burn,412,64,586.12,2.76,ERC20,BridgeX,1233,985,583.4,0,0.06,-0.01,0.0,0
TX008248,1703256505,Ethereum,Burn,1302,7,5408.52,9.54,ERC20,Kraken,1192,1023,1276.6,0,0.18,-0.02,0.07,0
TX008249,1700402641,Polygon,Swap,655,432,867.37,10.75,Meme,Binance,1153,1020,122.1,0,0.21,-0.0,0.15,0
TX008250,1704812056,Ethereum,Burn,204,839,830.72,3.92,Native,Binance,1182,990,57.4,0,0.03,0.08,0.0,0
TX008251,1703776764,Ethereum,Transfer,26,943,998.86,10.13,Meme,Unknown DEX,1213,967,444.6,0,0.1,0.01,0.11,0
TX008252,1701515538,Ethereum,Burn,854,1658,580.33,10.74,Native,Binance,1157,984,183.3,0,0.12,0.08,0.0,0
TX008253,1702899675,Solana,Mint,177,373,329.24,8.43,Meme,Binance,1238,1020,241.3,0,0.01,-0.0,0.0,0
TX008254,1703399902,BSC,Burn,197,117,260.74,17.85,Native,Unknown Wallet,1199,1028,85.4,0,0.13,0.05,0.21,0
TX008255,1704849666,Ethereum,Mint,358,567,592.59,3.33,Meme,Coinbase,1193,984,168.3,0,0.17,0.11,0.2,0
TX008256,1703399618,BSC,Bridge,831,1117,1207.77,17.2,Meme,Binance,1196,1044,371.8,0,0.13,0.03,0.0,0
TX008257,1703404629,Polygon,Swap,1548,102,521.01,4.41,Meme,Unknown DEX,1236,1014,587.8,0,0.13,-0.05,0.0,0
TX008258,1702192848,Ethereum,Bridge,146,213,145.39,3.78,Native,Coinbase,1123,1052,23.6,0,0.14,0.06,0.08,0
TX008259,1702773219,Polygon,Mint,1282,764,155.98,17.59,Native,Coinbase,1152,976,,0,0.39,-0.05,0.35,1
TX008260,1704864912,Ethereum,Swap,556,133,537.76,9.06,ERC20,Coinbase,1199,1053,157.2,0,0.08,-0.01,0.0,0
TX008261,1701644173,Ethereum,Bridge,1161,1144,565.79,16.24,Stablecoin,Unknown Wallet,1157,970,48.3,0,0.29,0.06,0.08,0
TX008262,1700969224,BSC,Burn,1131,923,106.53,4.97,Native,Coinbase,1209,1020,66.7,0,0.1,0.01,0.12,0
TX008263,1702767549,Ethereum,Burn,298,351,83.06,5.39,Native,Unknown Wallet,1209,1007,168.2,0,0.15,-0.03,0.21,0
TX008264,1704261725,Solana,Swap,680,3042,241.9,2.25,ERC20,Binance,1173,995,,0,0.05,-0.01,0.16,0
TX008265,1700236436,Ethereum,Bridge,1758,174,158.87,6.64,Native,Binance,1217,1001,26.8,0,0.35,0.04,0.28,0
TX008266,1702214178,Polygon,Transfer,669,1340,546.69,3.66,Meme,Coinbase,1197,1084,172.6,0,0.16,0.09,0.08,0
TX008267,1700074804,Ethereum,Transfer,367,171,745.55,15.19,Stablecoin,Binance,1177,939,549.0,1,0.08,0.06,0.0,0
TX008268,1703657390,Polygon,Transfer,279,593,502.37,11.52,Stablecoin,OpenSea,1125,960,224.4,0,0.15,-0.09,0.15,0
TX008269,1702976877,Ethereum,Bridge,92,703,378.15,2.13,ERC20,Binance,1189,1053,472.5,0,0.1,0.03,0.21,0
TX008270,1703789514,Solana,Bridge,4033,525,294.19,5.84,Stablecoin,Binance,1197,1020,101.9,0,0.12,-0.06,0.0,0
TX008271,1704957107,Ethereum,Bridge,643,384,682.91,17.94,Native,BridgeX,1232,1003,596.0,0,0.08,-0.02,0.16,0
TX008272,1701972871,Polygon,Mint,194,528,125.38,2.88,ERC20,Coinbase,1164,1009,,0,0.12,-0.06,0.17,0
TX008273,1701940483,BSC,Transfer,46,11,4353.52,3.38,ERC20,Kraken,1223,1028,90.9,0,0.08,0.04,0.07,0
TX008274,1702911898,BSC,Transfer,841,1064,100.21,10.15,Native,Coinbase,1214,997,1245.8,1,0.15,0.0,0.06,0
TX008275,1700487335,Ethereum,Transfer,1158,380,525.23,5.41,Stablecoin,Binance,1168,966,491.0,1,0.19,-0.07,0.05,1
TX008276,1703509163,Polygon,Mint,334,331,1484.17,11.54,Stablecoin,Binance,1217,941,41.0,0,0.25,0.01,0.24,0
TX008277,1703387951,Ethereum,Mint,1875,427,113.97,13.21,Meme,Coinbase,1266,1005,2163.7,0,0.09,0.05,0.04,0
TX008278,1701261402,Polygon,Bridge,238,422,458.18,38.87,Meme,Kraken,1210,1023,366.0,1,0.27,0.03,0.2,0
TX008279,1703875251,BSC,Transfer,846,652,4563.65,2.78,Meme,OpenSea,1239,1013,534.7,1,0.17,0.01,0.29,0
TX008280,1703840507,Solana,Transfer,183,45,196.57,44.65,Meme,Coinbase,1179,989,,0,0.09,-0.02,0.23,0
TX008281,1701366851,BSC,Burn,245,1413,239.49,26.67,Meme,BridgeX,1167,1023,22.3,0,0.17,0.04,0.16,0
TX008282,1702579082,Ethereum,Burn,557,1412,521.94,8.5,Stablecoin,Binance,1179,996,49.5,0,0.08,0.08,0.08,0
TX008283,1702126028,BSC,Burn,22,6,134.86,,Meme,Unknown DEX,1177,1027,267.3,0,0.13,0.01,0.34,0
TX008284,1702985032,Ethereum,Mint,142,371,785.3,4.2,Native,BridgeX,1236,1013,70.5,0,0.17,0.0,0.2,0
TX008285,1703077195,Ethereum,Bridge,116,659,101.3,8.62,Native,Unknown DEX,1135,1040,102.0,0,0.19,-0.04,0.34,0
TX008286,1702326344,Ethereum,Swap,238,164,1107.72,3.58,Stablecoin,Coinbase,1226,982,82.5,1,0.23,0.0,0.23,0
TX008287,1703457100,Solana,Transfer,901,509,117.06,32.14,Stablecoin,Binance,1190,1045,116.3,0,0.12,-0.07,0.0,0
TX008288,1702349465,Polygon,Burn,1428,533,558.93,7.13,Native,Binance,1248,975,80.6,1,0.06,-0.03,0.0,0
TX008289,1701076837,Ethereum,Transfer,7,122,876.1,32.56,Meme,Binance,1227,968,110.5,0,0.07,0.04,0.19,0
TX008290,1703099449,BSC,Transfer,178,118,227.28,4.75,Native,Binance,1210,1039,135.9,1,0.04,-0.04,0.0,1
TX008291,1703110999,Ethereum,Transfer,15,697,428.48,4.79,Stablecoin,Kraken,1200,1032,411.3,1,0.13,-0.09,0.02,0
TX008292,1701537746,Ethereum,Bridge,1185,617,765.67,14.2,Stablecoin,Binance,1226,996,176.5,0,0.1,-0.01,0.25,0
TX008293,1701629040,Ethereum,Transfer,132,994,121.24,2.13,ERC20,Kraken,1208,1005,135.9,0,0.07,0.04,0.11,0
TX008294,1702411596,Polygon,Bridge,883,1076,224.97,3.9,Stablecoin,Binance,1152,1000,116.9,0,0.08,0.02,0.15,0
TX008295,1702239564,Solana,Swap,20,86,87.28,10.07,Native,Unknown DEX,1180,1000,87.5,0,0.15,0.02,0.12,0
TX008296,1703663289,Ethereum,Swap,304,812,828.95,2.41,ERC20,Binance,1258,1054,452.1,0,0.11,0.03,0.15,0
TX008297,1704188699,Ethereum,Mint,266,545,279.59,5.9,Native,Kraken,1193,953,474.6,0,0.08,0.01,0.09,0
TX008298,1702916596,Ethereum,Transfer,239,517,752.28,7.53,Stablecoin,Unknown DEX,1193,991,31.9,1,0.11,0.1,0.39,0
TX008299,1704127436,Solana,Burn,506,157,2318.84,3.96,ERC20,Kraken,1195,972,166.4,0,0.02,-0.05,0.01,0
TX008300,1702465933,Ethereum,Mint,297,883,115.14,19.19,Stablecoin,Unknown DEX,1175,979,121.8,0,0.27,-0.01,0.15,0
TX008301,1704866940,BSC,Mint,309,2298,150.4,5.65,Native,Kraken,1202,994,22.2,0,0.17,0.0,0.02,0
TX008302,1703462511,Solana,Swap,125,88,159.91,15.12,Native,OpenSea,1175,950,143.9,0,0.05,-0.01,0.0,0
TX008303,1700384083,Ethereum,Burn,321,673,1428.36,11.92,Native,Coinbase,1162,993,73.2,0,0.16,0.07,0.21,0
TX008304,1700531598,BSC,Transfer,810,238,313.17,20.69,Stablecoin,Binance,1202,975,197.2,0,0.1,-0.03,0.03,0
TX008305,1702278845,Ethereum,Transfer,234,104,1232.97,8.78,ERC20,Unknown DEX,1224,1062,227.6,0,0.26,-0.03,0.02,0
TX008306,1700666252,Polygon,Swap,1167,74,7320.01,1.36,Native,BridgeX,1189,1027,116.8,0,0.36,0.05,0.42,1
TX008307,1703050798,Ethereum,Bridge,109,117,86.68,37.36,Stablecoin,Coinbase,1215,978,507.5,0,0.08,-0.03,0.08,0
TX008308,1702536047,Solana,Swap,1124,953,200.8,10.31,Stablecoin,Binance,1203,992,45.4,1,0.1,-0.01,0.0,0
TX008309,1703324353,Solana,Burn,573,397,1099.17,,Meme,Binance,1248,986,740.9,0,0.14,-0.01,0.26,0
TX008310,1703254992,Polygon,Bridge,330,1112,236.16,9.5,Native,Unknown DEX,1172,1025,3468.9,0,0.08,-0.04,0.06,0
TX008311,1704797663,BSC,Burn,21,1197,98.96,2.79,ERC20,BridgeX,1159,1021,102.4,0,0.03,-0.09,0.05,0
TX008312,1700696362,Polygon,Transfer,81,81,117.36,,ERC20,Kraken,1183,1010,760.9,0,0.14,-0.05,0.13,0
TX008313,1704461835,Ethereum,Bridge,320,495,161.25,9.54,ERC20,Binance,1195,1009,43.8,0,0.1,-0.04,0.06,0
TX008314,1703535443,Ethereum,Burn,1261,26,67.13,13.3,Stablecoin,OpenSea,1163,983,91.7,0,0.11,-0.08,0.03,0
TX008315,1701932303,Ethereum,Transfer,1885,159,222.29,9.39,Stablecoin,Binance,1194,983,213.7,0,0.09,0.04,0.01,0
TX008316,1702751821,BSC,Burn,1592,95,907.59,5.39,Native,Coinbase,1264,1054,539.5,0,0.1,-0.11,0.0,0
TX008317,1700426941,Polygon,Bridge,192,912,120.16,8.73,Meme,Unknown DEX,1214,952,130.4,0,0.22,0.07,0.23,0
TX008318,1703873770,Solana,Transfer,177,226,620.8,4.86,Stablecoin,Binance,1169,1002,410.8,0,0.07,0.05,0.14,0
TX008319,1704850224,Polygon,Burn,807,2515,232.28,6.63,Native,OpenSea,1264,947,149.5,0,0.1,-0.03,0.03,0
TX008320,1700386354,Polygon,Mint,1693,76,806.04,3.09,Meme,Binance,1165,954,1007.4,0,0.19,0.01,0.2,0
TX008321,1702940149,Solana,Bridge,85,129,65.92,10.92,ERC20,Kraken,1194,956,239.1,0,0.1,-0.02,0.06,0
TX008322,1700935709,Solana,Bridge,284,517,271.13,3.14,ERC20,Coinbase,1239,954,59.5,0,0.09,-0.06,0.12,0
TX008323,1702485178,BSC,Bridge,1086,1732,1010.89,12.83,Meme,Coinbase,1175,984,15.9,0,0.17,0.04,0.26,0
TX008324,1703253965,Ethereum,Transfer,406,660,1548.99,8.97,Meme,Binance,1279,1028,317.1,0,0.13,-0.01,0.0,0
TX008325,1702085469,BSC,Bridge,1108,67,503.09,5.76,Meme,Kraken,1167,1025,,0,0.05,0.04,0.19,0
TX008326,1703665632,BSC,Burn,74,267,304.95,8.85,Native,Kraken,1138,946,587.2,1,0.08,-0.02,0.1,1
TX008327,1703522348,BSC,Mint,900,2778,427.85,15.9,ERC20,Kraken,1184,958,384.0,1,0.04,-0.09,0.0,1
TX008328,1701346365,Solana,Burn,296,35,390.63,5.22,Stablecoin,Unknown DEX,1181,1028,179.1,0,0.17,-0.01,0.15,0
TX008329,1701136078,Solana,Burn,708,168,1232.72,6.7,Stablecoin,Coinbase,1190,1006,77.7,0,0.14,-0.02,0.06,0
TX008330,1700486598,Ethereum,Bridge,208,66,180.84,6.61,ERC20,Unknown Wallet,1240,1035,76.0,0,0.2,0.04,0.0,0
TX008331,1704543758,Ethereum,Mint,706,858,87.74,7.6,Native,Coinbase,1212,997,189.3,0,0.01,-0.06,0.0,0
TX008332,1700533037,Ethereum,Mint,726,896,670.73,25.2,ERC20,Binance,1232,1005,279.9,0,0.25,0.03,0.19,0
TX008333,1703831871,Ethereum,Mint,326,210,390.2,17.0,Stablecoin,Binance,1239,1038,312.7,0,0.09,-0.03,0.0,0
TX008334,1700584933,Ethereum,Mint,2087,204,313.78,22.05,Native,Kraken,1162,983,88.1,1,0.42,0.02,0.0,0
TX008335,1700213933,Solana,Swap,0,839,2963.05,4.84,ERC20,Kraken,1260,989,55.2,1,0.09,0.03,0.05,1
TX008336,1701001720,BSC,Mint,672,85,146.45,13.07,Meme,Kraken,1193,1020,123.2,0,0.39,0.1,0.38,0
TX008337,1702147914,BSC,Bridge,1436,863,46.53,51.63,Stablecoin,BridgeX,1230,994,81.6,0,0.11,-0.02,0.03,0
TX008338,1702685662,Ethereum,Mint,1168,50,708.65,7.01,Native,Coinbase,1176,928,248.8,0,0.14,0.05,0.11,0
TX008339,1700427709,BSC,Burn,499,174,177.26,7.45,Stablecoin,Unknown DEX,1174,995,114.3,0,0.1,-0.02,0.25,0
TX008340,1700255539,Solana,Swap,1356,350,385.68,2.82,Meme,OpenSea,1204,1000,622.5,0,0.39,-0.04,0.26,0
TX008341,1701750866,Polygon,Burn,68,64,2875.87,24.28,Native,Coinbase,1209,981,66.9,0,0.12,0.0,0.0,0
TX008342,1703304513,Ethereum,Bridge,470,38,38.8,18.6,Native,Unknown DEX,1189,1005,20.4,0,0.26,-0.01,0.25,0
TX008343,1703777173,Solana,Bridge,2387,157,174.65,6.61,Stablecoin,Coinbase,1116,1047,214.5,0,0.1,0.06,0.1,0
TX008344,1701802272,Ethereum,Mint,2864,441,1239.86,19.76,Stablecoin,Coinbase,1202,982,589.2,0,0.33,0.02,0.21,0
TX008345,1704847384,Polygon,Bridge,682,839,1680.85,6.56,Stablecoin,Coinbase,1199,988,93.4,0,0.09,0.05,0.09,0
TX008346,1704176429,Ethereum,Swap,110,659,179.63,,ERC20,Binance,1171,990,55.4,1,0.06,-0.06,0.1,0
TX008347,1703168097,Polygon,Burn,71,396,417.7,1.78,Stablecoin,,1252,1039,177.3,0,0.07,-0.01,0.12,0
TX008348,1702035030,Ethereum,Bridge,1534,541,588.25,1.89,Stablecoin,Binance,1160,1044,839.8,0,0.04,-0.04,0.03,0
TX008349,1701950852,BSC,Bridge,1275,385,545.98,51.64,Meme,Unknown DEX,1228,950,62.0,0,0.12,-0.03,0.07,0
TX008350,1700012120,BSC,Swap,227,389,164.51,8.42,Native,Coinbase,1172,1036,74.1,0,0.1,0.04,0.0,0
TX008351,1700624135,Ethereum,Transfer,1609,8,370.1,7.05,Meme,OpenSea,1215,1001,144.8,0,0.02,-0.02,0.08,0
TX008352,1704817167,Solana,Transfer,83,241,201.62,1.4,ERC20,,1152,985,190.3,0,0.2,-0.07,0.04,0
TX008353,1704739052,Ethereum,Swap,209,409,668.68,2.94,ERC20,,1217,1007,342.0,0,0.22,-0.07,0.0,0
TX008354,1702053902,Solana,Bridge,619,451,92.28,2.66,Native,BridgeX,1184,965,48.5,0,0.17,-0.03,0.2,0
TX008355,1704745920,Ethereum,Swap,112,354,186.18,1.43,ERC20,BridgeX,1213,1000,189.3,0,0.21,-0.01,0.0,0
TX008356,1702221186,Polygon,Swap,2709,598,137.06,4.13,Native,Binance,1114,986,244.4,0,0.1,0.08,0.15,0
TX008357,1703321613,Polygon,Transfer,151,229,493.07,5.78,ERC20,Unknown DEX,1239,999,388.1,0,0.19,-0.02,0.09,0
TX008358,1700834030,Ethereum,Mint,168,77,719.65,33.56,Meme,Unknown DEX,1215,1026,,0,0.13,0.02,0.1,0
TX008359,1704386152,Ethereum,Bridge,386,16,498.95,,Native,BridgeX,1157,1031,1080.6,0,0.26,-0.06,0.35,0
TX008360,1702351441,BSC,Burn,904,422,2123.79,14.63,Meme,OpenSea,1195,1022,94.6,0,0.03,0.06,0.05,0
TX008361,1702924553,Polygon,Swap,77,343,346.39,7.12,Meme,Unknown DEX,1168,957,388.0,1,0.14,-0.0,0.02,0
TX008362,1702266598,Solana,Transfer,660,134,140.7,3.13,Meme,Coinbase,1244,1026,368.5,1,0.19,0.02,0.11,0
TX008363,1701776238,Ethereum,Mint,62,125,189.44,2.8,Stablecoin,Binance,1150,998,183.4,0,0.27,-0.04,0.34,0
TX008364,1700062784,Ethereum,Bridge,59,435,160.77,5.77,ERC20,Coinbase,1306,988,632.1,1,0.16,0.04,0.11,0
TX008365,1704910662,Polygon,Swap,25,56,288.5,5.5,Native,Unknown DEX,1182,1005,93.3,0,0.12,0.01,0.02,0
TX008366,1702459730,BSC,Transfer,471,73,78.97,1.9,ERC20,Kraken,1139,959,52.9,1,0.02,0.04,0.01,1
TX008367,1704438072,Solana,Swap,343,143,444.56,4.42,Stablecoin,Binance,1275,1045,108.4,0,0.31,0.06,0.36,0
TX008368,1701995127,Ethereum,Burn,220,1079,605.51,4.34,Meme,Coinbase,1256,1002,1101.1,0,0.32,0.01,0.17,0
TX008369,1701741070,BSC,Bridge,449,610,490.57,3.48,Native,Unknown DEX,1203,939,244.2,0,0.06,0.02,0.0,0
TX008370,1701508834,Polygon,Bridge,418,407,1819.02,5.26,Native,Unknown DEX,1148,976,359.0,0,0.09,-0.03,0.0,0
TX008371,1701035108,Ethereum,Bridge,385,230,2868.39,11.09,Stablecoin,OpenSea,1222,1020,32.5,0,0.03,-0.01,0.02,0
TX008372,1704337739,Polygon,Bridge,113,270,362.32,5.24,Stablecoin,OpenSea,1228,1030,70.1,1,0.24,-0.01,0.21,0
TX008373,1700478365,Ethereum,Transfer,1363,94,1338.88,4.79,Meme,Kraken,1252,1000,55.4,1,0.18,0.03,0.17,0
TX008374,1702914212,BSC,Burn,580,918,88.17,6.12,Stablecoin,Coinbase,1171,979,71.3,0,0.11,-0.01,0.3,0
TX008375,1702074242,Polygon,Swap,81,100,2826.11,2.37,ERC20,Kraken,1200,989,15.1,0,0.18,0.05,0.0,0
TX008376,1703215400,Ethereum,Transfer,176,714,472.6,6.0,Meme,Coinbase,1203,958,94.7,0,0.04,0.02,0.0,0
TX008377,1701619110,Ethereum,Mint,867,136,629.49,2.98,Meme,Coinbase,1175,1019,693.8,0,0.09,0.07,0.2,0
TX008378,1700494209,Solana,Bridge,898,706,160.46,12.76,ERC20,Unknown Wallet,1196,983,93.4,0,0.04,0.02,0.0,0
TX008379,1700613398,Solana,Bridge,776,181,924.77,2.67,Stablecoin,OpenSea,1186,990,174.9,0,0.1,-0.0,0.0,0
TX008380,1701534230,Solana,Swap,937,1988,536.37,24.51,Native,Binance,1182,1015,54.5,0,0.31,0.01,0.08,0
TX008381,1701763796,Solana,Bridge,547,1262,1227.96,1.27,Native,Coinbase,1194,1038,886.0,0,0.06,0.05,0.1,0
TX008382,1704790280,Ethereum,Bridge,204,1044,272.95,11.33,Native,,1193,1009,50.0,0,0.04,0.07,0.0,0
TX008383,1700851980,Ethereum,Swap,265,99,314.11,5.45,Native,Unknown DEX,1151,1014,969.3,0,0.03,0.06,0.12,0
TX008384,1701766299,Ethereum,Burn,427,43,268.47,15.39,Meme,OpenSea,1217,984,296.5,0,0.23,-0.01,0.15,0
TX008385,1704467610,Solana,Transfer,169,1664,1395.71,4.97,Meme,BridgeX,1215,1006,48.7,0,0.3,-0.05,0.12,0
TX008386,1704020018,Polygon,Burn,1151,286,74.44,1.41,Meme,Coinbase,1185,1046,80.1,0,0.17,-0.04,0.0,0
TX008387,1701662656,BSC,Swap,824,1042,1122.56,2.69,ERC20,BridgeX,1202,971,1261.6,1,0.03,-0.02,0.0,1
TX008388,1704894097,Solana,Bridge,2347,333,1386.74,5.39,Meme,OpenSea,1209,1028,241.8,0,0.06,-0.02,0.09,0
TX008389,1702610366,BSC,Bridge,321,523,2625.23,2.44,Stablecoin,Binance,1247,969,114.1,1,0.12,0.03,0.01,0
TX008390,1701234599,Ethereum,Burn,1227,704,816.72,8.48,Stablecoin,BridgeX,1219,1002,139.9,0,0.12,-0.01,0.15,0
TX008391,1704956780,Ethereum,Mint,906,382,151.62,15.81,Stablecoin,OpenSea,1186,1048,122.5,0,0.16,-0.07,0.04,0
TX008392,1700560846,Ethereum,Transfer,1070,1382,849.77,4.03,ERC20,Binance,1212,980,81.4,0,0.14,0.03,0.0,0
TX008393,1704323242,Ethereum,Bridge,699,24,2914.42,10.85,Native,Unknown Wallet,1256,999,562.0,0,0.14,0.07,0.18,0
TX008394,1701195307,Ethereum,Swap,257,900,537.76,8.85,Stablecoin,Coinbase,1228,1018,281.6,0,0.15,-0.02,0.0,0
TX008395,1702871712,Polygon,Burn,167,582,267.87,12.21,Meme,Binance,1129,975,213.6,0,0.15,-0.03,0.08,0
TX008396,1704117143,Ethereum,Transfer,190,200,3782.25,4.37,Native,Binance,1162,1006,295.0,0,0.15,-0.02,0.1,0
TX008397,1702977407,Polygon,Mint,502,317,71.43,10.98,Stablecoin,Unknown DEX,1212,1003,225.3,0,0.5,-0.04,0.37,0
TX008398,1700855656,BSC,Bridge,1270,319,244.98,12.15,Stablecoin,Unknown DEX,1225,937,1040.9,0,0.2,0.11,0.23,0
TX008399,1704660745,Solana,Burn,357,22,2274.07,10.77,Meme,BridgeX,1288,1048,37.6,1,0.03,-0.01,0.0,0
TX008400,1703566568,Polygon,Bridge,548,383,119.15,14.73,Stablecoin,,1158,947,209.5,0,0.1,0.02,0.26,0
TX008401,1704679020,Solana,Burn,794,34,1788.9,7.02,Meme,Unknown DEX,1214,1038,109.7,0,0.11,-0.01,0.0,0
TX008402,1701792363,Ethereum,Mint,1159,362,49.03,4.69,Stablecoin,Unknown Wallet,1163,1004,663.0,0,0.22,0.06,0.04,0
TX008403,1700638922,Ethereum,Swap,627,121,997.2,10.08,Stablecoin,Binance,1170,1015,278.8,1,0.07,0.1,0.03,0
TX008404,1700777867,BSC,Swap,595,896,1109.31,2.66,ERC20,Unknown Wallet,1188,983,503.6,0,0.31,-0.11,0.16,1
TX008405,1704060861,Ethereum,Transfer,2633,35,110.56,5.18,Meme,,1202,1008,34.7,0,0.18,0.02,0.08,0
TX008406,1703066461,BSC,Bridge,1190,174,410.28,37.91,Native,Kraken,1157,1035,79.4,0,0.21,0.03,0.0,0
TX008407,1702502884,Ethereum,Bridge,793,262,88.84,4.26,Native,Binance,1248,1030,110.9,0,0.25,-0.05,0.05,0
TX008408,1701702424,BSC,Bridge,1070,460,129.02,3.77,ERC20,Binance,1183,1023,912.2,0,0.18,0.02,0.03,0
TX008409,1703301643,Solana,Swap,5497,2191,414.36,4.48,Meme,Binance,1253,965,81.2,1,0.34,0.05,0.27,0
TX008410,1704175252,Ethereum,Transfer,422,69,3089.36,2.38,Native,BridgeX,1182,1026,76.8,0,0.01,0.0,0.04,0
TX008411,1701185560,Solana,Swap,733,233,1687.48,4.29,ERC20,Coinbase,1236,1000,371.6,0,0.32,0.01,0.13,0
TX008412,1701760968,Ethereum,Burn,1007,571,89.89,5.36,Stablecoin,OpenSea,1216,1017,160.5,0,0.2,0.03,0.19,0
